abbreviation	officialName	equation	geneAssociation	proteinClass	ecocyc-rxn-ids	analysis	notes
F6Pt6_2pp	Fructose-6-phosphate transport via phosphate antiport (periplasm)	f6p[p] + (2) pi[c] --> f6p[c] + (2) pi[p]	b3666				
FA80ACPHi	fatty-acyl-ACP hydrolase	[c] : h2o + ocACP --> ACP + h + octa	b0404	3.1.2.14			
FACOAE120	fatty-acid-CoA thioesterase (dodecanoate)	[c] : ddcacoa + h2o --> coa + ddca + h	b0452				
FACOAE180	fatty-acid-CoA thioesterase (octadecanoate)	[c] : h2o + stcoa --> coa + h + ocdca	b0452				
FACOAE181	fatty-acid-CoA thioesterase (octadecenoate)	[c] : h2o + odecoa --> coa + h + ocdcea	b0452				
FACOAE60	fatty-acid-CoA thioesterase (hexanoate)	[c] : h2o + hxcoa --> coa + h + hxa	b0452				
FACOAE80	fatty-acid-CoA thioesterase (octanoate)	[c] : h2o + occoa --> coa + h + octa	b0452				
FACOAL100t2pp	fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + dca[p] + h[p] --> amp[c] + dcacoa[c] + h[c] + ppi[c]	( b1805  or  b1701 )	6.2.1.3			
FACOAL120t2pp	fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + ddca[p] + h[p] --> amp[c] + ddcacoa[c] + h[c] + ppi[c]	( b1701  or  b1805 )	6.2.1.3			
FACOAL140t2pp	fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + h[p] + ttdca[p] --> amp[c] + h[c] + ppi[c] + tdcoa[c]	( b1805  or  b1701 )	6.2.1.3			
FACOAL160t2pp	fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + h[p] + hdca[p] --> amp[c] + h[c] + pmtcoa[c] + ppi[c]	( b1701  or  b1805 )	6.2.1.3			
FACOAL161t2pp	fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + h[p] + hdcea[p] --> amp[c] + h[c] + hdcoa[c] + ppi[c]	( b1805  or  b1701 )	6.2.1.3			
FACOAL180t2pp	fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + h[p] + ocdca[p] --> amp[c] + h[c] + ppi[c] + stcoa[c]	( b1805  or  b1701 )	6.2.1.3			
FACOAL181t2pp	fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + h[p] + ocdcea[p] --> amp[c] + h[c] + odecoa[c] + ppi[c]	( b1805  or  b1701 )	6.2.1.3			
FACOAL60t2pp	fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + h[p] + hxa[p] --> amp[c] + h[c] + hxcoa[c] + ppi[c]	( b1805  or  b1701 )	6.2.1.3			
FACOAL80t2pp	fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)	atp[c] + coa[c] + h[p] + octa[p] --> amp[c] + h[c] + occoa[c] + ppi[c]	( b1805  or  b1701 )	6.2.1.3			
FADRx	FAD reductase	[c] : fad + h + nadh --> fadh2 + nad	b3844				
FADRx2	FAD reductase	[c] : fad + h + nadph --> fadh2 + nadp	( b2763  and  b2764 )				
FDH4pp	formate dehydrogenase (quinone-8) (periplasm)	for[p] + (2) h[c] + q8[c] --> co2[c] + h[p] + q8h2[c]	( ( b3892  and  b3893  and  b3894 )  or  ( b1474  and  b1475  and  b1476 ) )	1.2.2.1			
FDH5pp	Formate Dehydrogenase (menaquinone-8) (periplasm)	for[p] + (2) h[c] + mqn8[c] --> co2[c] + h[p] + mql8[c]	( ( b1474  and  b1475  and  b1476 )  or  ( b3892  and  b3893  and  b3894 ) )	1.2.2.1			
FDMO	FMNH2-dependent monooxygenase	[c] : fmnh2 + isetac + o2 --> fmn + gcald + h + h2o + so3	b0935				
FDMO2	FMNH2-dependent monooxygenase (methanesulfonate)	[c] : fmnh2 + mso3 + o2 --> fald + fmn + h + h2o + so3	b0935				
FDMO3	FMNH2-dependent monooxygenase (ethanesulfonate)	[c] : ethso3 + fmnh2 + o2 --> acald + fmn + h + h2o + so3	b0935				
FDMO4	FMNH2-dependent monooxygenase (butanesulfonate)	[c] : butso3 + fmnh2 + o2 --> btal + fmn + h + h2o + so3	b0935				
FDMO6	FMNH2-dependent monooxygenase (sulfoacetate)	[c] : fmnh2 + o2 + sulfac --> fmn + glx + h + h2o + so3	b0935				
FE2abcpp	iron (II) transport via ABC system (periplasm)	atp[c] + fe2[p] + h2o[c] --> adp[c] + fe2[c] + h[c] + pi[c]	b3409				
FE3abcpp	iron (III) transport via ABC system (periplasm to cytoplasm)	atp[c] + fe3[p] + h2o[c] --> adp[c] + fe3[c] + h[c] + pi[c]					
FE3DCITabcpp	iron transport from ferric-dicitrate via ABC system (periplasm)	atp[c] + fe3dcit[p] + h2o[c] --> adp[c] + (2) cit[c] + fe3[c] + h[c] + pi[c]	( b4290  and  b4289  and  b4288  and  b4287 )				
FE3DHBZR	"release of Fe(III) from ferric 2,3-dihydroxybenzoylserine"	[c] : fe3dhbzs --> 23dhbzs + fe3					
FE3DHBZSabcpp	"ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm)"	atp[c] + fe3dhbzs[p] + h2o[c] --> adp[c] + fe3dhbzs[c] + h[c] + pi[c]	( b0592  and  b0588  and  b0590  and  b0589 )				
FE3Ri	Fe(III) reduction	[c] : fadh2 + (2) fe3 --> fad + (2) fe2 + (2) h	b3844				
FEENTERexs	enterobactin Fe(III) binding (spontaneous)	[e] : enter + fe3 --> feenter	s0001				
FEENTERR1	Fe-enterobactin reduction (Fe(III)-unloading)	[c] : fadh2 + (2) feenter --> (2) enter + fad + (2) fe2 + (2) h					
FEENTERR2	Fe-enterobactin reduction (Fe(III)-unloading)	[c] : (2) feenter + fmnh2 --> (2) enter + (2) fe2 + fmn + (2) h					
FEENTERR3	Fe-enterobactin reduction (Fe(III)-unloading)	[c] : (2) feenter + rbflvrd --> (2) enter + (2) fe2 + (2) h + ribflv					
FEENTERtex	enterochelin transport (secretion periplasm)	enter[p] + h[p] --> enter[e] + h[c]					
FEENTERtpp	enterochelin transport (secretion)	enter[c] + h[p] --> enter[p] + h[c]	b0591				
FEROpp	ferroxidase	[p] : (4) fe2 + (4) h + o2 --> (4) fe3 + (2) h2o	b0123	1.16.3.1			
FLVRx	flavin reductase (NAD)	[c] : h + nadh + ribflv --> nad + rbflvrd	b3844	1.5.1.30			
FMETTRS	Methionyl-tRNA formyltransferase	[c] : 10fthf + mettrna --> fmettrna + h + thf	b3288	2.1.2.9			
FRD2	fumarate reductase	[c] : fum + mql8 --> mqn8 + succ	( b4151  and  b4152  and  b4153  and  b4154 )	1.3.99.1			
FRD3	fumarate reductase	[c] : 2dmmql8 + fum --> 2dmmq8 + succ	( b4151  and  b4152  and  b4153  and  b4154 )	1.3.99.1			
FRULYSt2pp	Fructoselysine transport via proton symport (periplasm)	frulys[p] + h[p] --> frulys[c] + h[c]	b3370				
G1PPpp	Glucose-1-phosphatase	[p] : g1p + h2o --> glc-D + pi	b1002	3.1.3.10			
G2PPpp	glycerol 2-phosphate phosphatase (periplasmic)	[p] : glyc2p + h2o --> glyc + pi	b4055				
G3PCabcpp	sn-glycerol-3-phosphocholine transport via ABC system (periplasm)	atp[c] + g3pc[p] + h2o[c] --> adp[c] + g3pc[c] + h[c] + pi[c]	( b3452  and  b3453  and  b3450  and  b3451 )				
G3PD6	glycerol-3-phosphate dehydrogenase (menaquinone-8)	[c] : glyc3p + mqn8 --> dhap + mql8	( b2241  and  b2242  and  b2243 )	1.1.99.5			
G3PD7	glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8)	[c] : 2dmmq8 + glyc3p --> 2dmmql8 + dhap	( b2241  and  b2242  and  b2243 )	1.1.99.5			
G3PEabcpp	sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)	atp[c] + g3pe[p] + h2o[c] --> adp[c] + g3pe[c] + h[c] + pi[c]	( b3452  and  b3453  and  b3450  and  b3451 )				
G3PGabcpp	sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm)	atp[c] + g3pg[p] + h2o[c] --> adp[c] + g3pg[c] + h[c] + pi[c]	( b3452  and  b3453  and  b3450  and  b3451 )				
G3PIabcpp	sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)	atp[c] + g3pi[p] + h2o[c] --> adp[c] + g3pi[c] + h[c] + pi[c]	( b3452  and  b3453  and  b3450  and  b3451 )				
G6Pt6_2pp	Glucose-6-phosphate transport via phosphate antiport (periplasm)	g6p[p] + (2) pi[c] --> g6p[c] + (2) pi[p]	b3666				
GAL1PPpp	D-galactose 1-phosphatase	[p] : gal1p + h2o --> gal + pi	b1002	3.1.3.10			
GALCTt2rpp	"D-galactarte transport via proton symport, reversible (periplasm)"	galct-D[p] + h[p] <==> galct-D[c] + h[c]	( b2789  or  b3127 )				
GALM2pp	aldose-1-epimerase	[p] : gal-bD --> gal	b0756	5.1.3.3			
GAM6Pt6_2pp	D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm)	gam6p[p] + (2) pi[c] --> gam6p[c] + (2) pi[p]	b3666				
GLCabcpp	D-glucose transport via ABC system (periplasm)	atp[c] + glc-D[p] + h2o[c] --> adp[c] + glc-D[c] + h[c] + pi[c]	( b2149  and  b2150  and  b2148 )				
GLCATr	D-glucose O-acetyltransferase	[c] : accoa + glc-D <==> acglc-D + coa	b0459	2.3.1.79			
GLCDpp	Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)	glc-D[p] + h2o[p] + q8[c] --> glcn[p] + h[p] + q8h2[c]	( b0124  or  b0837 )				
GLCNt2rpp	"D-gluconate transport via proton symport, reversible (periplasm)"	glcn[p] + h[p] <==> glcn[c] + h[c]	( b3415  or  b4265  or  b4321  or  b4476 )				
GLCP	glycogen phosphorylase	[c] : glycogen + pi --> g1p	( b3428  or  b3417 )	2.4.1.1			
GLCP2	glycogen phosphorylase	[c] : bglycogen + pi --> g1p	( b3428  or  b3417 )	2.4.1.1			
GLCRt2rpp	"D-glucarate transport via proton symport, reversible (periplasm)"	glcr[p] + h[p] <==> glcr[c] + h[c]	( b3127  or  b2789 )				
GLCS1	glycogen synthase (ADPGlc)	[c] : adpglc --> adp + glycogen + h	b3429	2.4.1.21			
GLCt2pp	D-glucose transport in via proton symport (periplasm)	glc-D[p] + h[p] --> glc-D[c] + h[c]	b2943				
GLUDy	glutamate dehydrogenase (NADP)	[c] : glu-L + h2o + nadp <==> akg + h + nadph + nh4	b1761	1.4.1.4			
GLUNpp	glutaminase	[p] : gln-L + h2o --> glu-L + nh4	b2957	3.5.1.2			
GLYALDtpp	Glyceraldehyde facilitated diffusion (periplasm)	glyald[p] <==> glyald[c]	b3927				
GLYBabcpp	Glycine betaine transport via ABC system (periplasm)	atp[c] + glyb[p] + h2o[c] --> adp[c] + glyb[c] + h[c] + pi[c]	( b2128  and  b2129  and  b2130  and  b2131 )				
GLYC3Pt6pp	Glycerol-3-phosphate : phosphate antiporter (periplasm)	glyc3p[p] + pi[c] --> glyc3p[c] + pi[p]	b2240				
GLYCAt2rpp	"D-glycerate transport via proton symport, reversible (periplasm)"	glyc-R[p] + h[p] <==> glyc-R[c] + h[c]	( b3127  or  b2789 )				
GLYCLTt4pp	glycolate transport via sodium symport (periplasm)	glyclt[p] + na1[p] --> glyclt[c] + na1[c]	b4067				
GLYCTO2	Glycolate oxidase	[c] : glyclt + q8 --> glx + q8h2	( b2979  and  b4467  and  b4468 )				
GLYCTO3	Glycolate oxidase	[c] : glyclt + mqn8 --> glx + mql8	( b2979  and  b4467  and  b4468 )				
GLYCTO4	Glycolate oxidase	[c] : 2dmmq8 + glyclt --> 2dmmql8 + glx	( b2979  and  b4467  and  b4468 )				
GLYt4pp	glycine transport in via sodium symport (periplasm)	gly[p] + na1[p] --> gly[c] + na1[c]	b0007				
GMHEPPA	"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase"	[c] : gmhep17bp + h2o --> gmhep1p + pi	b0200				
GP4GH	Gp4G hydrolase	[c] : gp4g + h2o --> (2) gdp + (2) h	b0049				
GPDDA1pp	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)	[p] : g3pc + h2o --> chol + glyc3p + h	b2239	3.1.4.46			
GPDDA2	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	[c] : g3pe + h2o --> etha + glyc3p + h	b3449	3.1.4.46			
GPDDA2pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	[p] : g3pe + h2o --> etha + glyc3p + h	b2239	3.1.4.46			
GPDDA4	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	[c] : g3pg + h2o --> glyc + glyc3p + h	b3449	3.1.4.46			
GPDDA4pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	[p] : g3pg + h2o --> glyc + glyc3p + h	b2239	3.1.4.46			
GPDDA5pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	[p] : g3pi + h2o --> glyc3p + h + inost	b2239	3.1.4.46			
GTHRDabc2pp	glutathione export via ABC system (cytoplasm to periplasm)	atp[c] + gthrd[c] + h2o[c] --> adp[c] + gthrd[p] + h[c] + pi[c]	( b0886  and  b0887 )				
GTHRDabcpp	Reduced glutathione via ABC system (periplasm)	atp[c] + gthrd[p] + h2o[c] --> adp[c] + gthrd[c] + h[c] + pi[c]	( b0829  and  b0830  and  b0831  and  b0832 )				
GTPHs	GTP amine hydrolysis (spontaneous)	[c] : gtp + h + h2o --> nh4 + xtp	s0001				
GUAt2pp	guanine transport in via proton symport (periplasm)	gua[p] + h[p] --> gua[c] + h[c]	b3654				
GUAtex	Guanine transport via diffusion (extracellular to periplasm)	gua[e] <==> gua[p]	b0411				
GUAtpp	Guanine transport via diffusion (periplasm)	gua[p] <==> gua[c]					
GUR1PPpp	Glucuronate 1-phosphate phosphatase (periplasm)	[p] : glcur1p + h2o --> glcur + pi					
H2SO	Hydrogen sulfide oxidation	[c] : h2s + (2) o2 --> (2) h + so4					
HACD2i	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	[c] : 3hhcoa + nad --> 3ohcoa + h + nadh	( b3846  or  b2341 )	1.1.1.35			
HACD7i	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	[c] : 3hhdcoa + nad --> 3ohdcoa + h + nadh	( b3846  or  b2341 )	1.1.1.35			
HCO3E	HCO3 equilibration reaction	[c] : co2 + h2o <==> h + hco3	( b0339  or  b0126 )	4.2.1.1			
HEXt2rpp	"hexanoate transport via proton symport, reversible (periplasm)"	h[p] + hxa[p] <==> h[c] + hxa[c]	b2223				
HG2abcpp	Mercury (Hg+2) ABC transporter (periplasm)	atp[c] + h2o[c] + hg2[c] --> adp[c] + h[c] + hg2[p] + pi[c]	b3469				
HG2t3pp	mercury (Hg+2) transport out via proton antiport (periplasm)	h[p] + hg2[c] --> h[c] + hg2[p]	b3915				
HISt2rpp	L-histidine reversible transport via proton symport (periplasm)	h[p] + his-L[p] <==> h[c] + his-L[c]	b0112				
HISTD	histidinol dehydrogenase	[c] : h2o + histd + (2) nad --> (3) h + his-L + (2) nadh	b2020	1.1.1.23			
HXCT	Acetyl-CoA:hexanoate-CoA transferase	[c] : accoa + hxa --> ac + hxcoa	( b2221  and  b2222 )	2.8.3.8			
HYD1pp	hydrogenase (ubiquinone-8: 2 protons) (periplasm)	(2) h[c] + h2[c] + q8[c] --> (2) h[p] + q8h2[c]	( ( b0972  and  b0973  and  b0974 )  or  ( b2994  and  b2997 )  or  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) )	1.18.99.1			
HYD3pp	Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm)	2dmmq8[c] + (2) h[c] + h2[c] --> 2dmmql8[c] + (2) h[p]	( ( b0972  and  b0973  and  b0974 )  or  ( b2994  and  b2997 ) )	1.18.99.1			
HYPOE	hypothetical enyme	[c] : h2o + pyam5p --> pi + pydam					
HYXNtpp	Hypoxanthine transport (periplasm)	hxan[p] <==> hxan[c]					
ILEt2rpp	L-isoleucine reversible transport via proton symport (periplasm)	h[p] + ile-L[p] <==> h[c] + ile-L[c]	b0401				
INOSTt4pp	Na+/myo-inositol symporter (periplasm)	inost[p] + na1[p] --> inost[c] + na1[c]	b3679				
INStex	inosine transport via diffusion (extracellular to periplasm)	ins[e] <==> ins[p]	b0411				
ISETACabcpp	isethionate transport via ABC system (periplasm)	atp[c] + h2o[c] + isetac[p] --> adp[c] + h[c] + isetac[c] + pi[c]	( ( b0365  and  b0366  and  b0367 )  or  ( b0936  and  b0933  and  b0934 ) )				
K2L4Aabcpp	KDO(2)-lipid IV A transport via ABC system (periplasm)	atp[c] + h2o[c] + kdo2lipid4[c] --> adp[c] + h[c] + kdo2lipid4[p] + pi[c]	b0914				
K2L4Atex	KDO(2)-lipid IV A transport via vector (periplasm to extracellular)	kdo2lipid4[p] --> kdo2lipid4[e]					
KAT2	3-ketoacyl-CoA thiolase	[c] : 3ohcoa + coa --> accoa + btcoa	( b3845  or  b2342 )	2.3.1.16			
KAT3	3-ketoacyl-CoA thiolase	[c] : 3oocoa + coa --> accoa + hxcoa	( b3845  or  b2342 )	2.3.1.16			
KAT4	3-ketoacyl-CoA thiolase	[c] : 3odcoa + coa --> accoa + occoa	( b3845  or  b2342 )	2.3.1.16			
KAT6	3-ketoacyl-CoA thiolase	[c] : 3otdcoa + coa --> accoa + ddcacoa	( b3845  or  b2342 )	2.3.1.16			
KAT8	3-ketoacyl-CoA thiolase	[c] : 3oodcoa + coa --> accoa + pmtcoa	( b3845  or  b2342 )	2.3.1.16			
LACZpp	b-galactosidase	[p] : h2o + lcts --> gal + glc-D	b2132	3.2.1.108			
LEUt2rpp	L-leucine reversible transport via proton symport (periplasm)	h[p] + leu-L[p] <==> h[c] + leu-L[c]	b0401				
LIPACabcpp	lipid (cold) A transport via ABC system (periplasm)	atp[c] + h2o[c] + lipa_cold[c] --> adp[c] + h[c] + lipa_cold[p] + pi[c]	b0914				
LIPAHTex	Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	[e] : h + hdca + lipa --> h2o + halipa	b0622				
L-LACD2	L-Lactate dehydrogenase (ubiquinone)	[c] : lac-L + q8 --> pyr + q8h2	b3605	1.1.2.3			
LPLIPAL1A120pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)"	[p] : 1ddecg3p + h2o --> ddca + glyc3p + h	b0494	3.1.1.5			
LPLIPAL1A140pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)"	[p] : 1tdecg3p + h2o --> glyc3p + h + ttdca	b0494	3.1.1.5			
LPLIPAL1A160pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)"	[p] : 1hdecg3p + h2o --> glyc3p + h + hdca	b0494	3.1.1.5			
LPLIPAL1A161pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)"	[p] : 1hdec9eg3p + h2o --> glyc3p + h + hdcea	b0494	3.1.1.5			
LPLIPAL1A180pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)"	[p] : 1odecg3p + h2o --> glyc3p + h + ocdca	b0494	3.1.1.5			
LPLIPAL1A181pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)"	[p] : 1odec11eg3p + h2o --> glyc3p + h + ocdcea	b0494	3.1.1.5			
LPLIPAL1E160pp	"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)"	[p] : 1agpe160 + h2o --> g3pe + h + hdca	b0494	3.1.1.5			
LPLIPAL1E161pp	"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)"	[p] : 1agpe161 + h2o --> g3pe + h + hdcea	b0494	3.1.1.5			
LPLIPAL1E181pp	"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)"	[p] : 1agpe181 + h2o --> g3pe + h + ocdcea	b0494	3.1.1.5			
LPLIPAL1G181pp	"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)"	[p] : 1agpg181 + h2o --> g3pg + h + ocdcea	b0494	3.1.1.5			
LPLIPAL2ATE120	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)"	[c] : 2agpe120 + pg120 --> apg120 + g3pe	b3825				
LPLIPAL2ATE140	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)"	[c] : 2agpe140 + pg140 --> apg140 + g3pe	b3825				
LPLIPAL2ATE141	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)"	[c] : 2agpe141 + pg141 --> apg141 + g3pe	b3825				
LPLIPAL2ATE160	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)"	[c] : 2agpe160 + pg160 --> apg160 + g3pe	b3825				
LPLIPAL2ATE161	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)"	[c] : 2agpe161 + pg161 --> apg161 + g3pe	b3825				
LPLIPAL2ATE180	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)"	[c] : 2agpe180 + pg180 --> apg180 + g3pe	b3825				
LPLIPAL2ATE181	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)"	[c] : 2agpe181 + pg181 --> apg181 + g3pe	b3825				
LPLIPAL2ATG160	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)"	[c] : 2agpg160 + pg160 --> apg160 + g3pg	b3825				
LPLIPAL2ATG161	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)"	[c] : 2agpg161 + pg161 --> apg161 + g3pg	b3825				
LPLIPAL2E120	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)"	[c] : 2agpe120 + h2o --> ddca + g3pe + h	b3825	3.1.1.5			
LPLIPAL2E140	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)"	[c] : 2agpe140 + h2o --> g3pe + h + ttdca	b3825	3.1.1.5			
LPLIPAL2E160	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)"	[c] : 2agpe160 + h2o --> g3pe + h + hdca	b3825	3.1.1.5			
LPLIPAL2E161	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)"	[c] : 2agpe161 + h2o --> g3pe + h + hdcea	b3825	3.1.1.5			
LPLIPAL2E180	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)"	[c] : 2agpe180 + h2o --> g3pe + h + ocdca	b3825	3.1.1.5			
LPLIPAL2E181	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)"	[c] : 2agpe181 + h2o --> g3pe + h + ocdcea	b3825	3.1.1.5			
LPLIPAL2G160	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)"	[c] : 2agpg160 + h2o --> g3pg + h + hdca	b3825	3.1.1.5			
LPLIPAL2G161	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)"	[c] : 2agpg161 + h2o --> g3pg + h + hdcea	b3825	3.1.1.5			
LYSt3pp	L-lysine transport out via proton antiport (cytoplasm to periplasm)	h[p] + lys-L[c] --> h[c] + lys-L[p]	b2923				
LYXt2pp	L-Lyxose transport via proton symport (periplasm)	h[p] + lyx-L[p] --> h[c] + lyx-L[c]	b3907				
MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	(2) h[p] + mal-D[p] --> (2) h[c] + mal-D[c]	b3528				
MALTHXabcpp	maltohexaose transport via ABC system (periplasm)	atp[c] + h2o[c] + malthx[p] --> adp[c] + h[c] + malthx[c] + pi[c]	( b4034  and  b4033  and  b4032  and  b4035 )				
MALTHXtexi	maltohexaose transport via diffusion (extracellular to periplasm) irreversible	malthx[e] --> malthx[p]	b4036				
MALTPTabcpp	maltopentaose transport via ABC system (periplasm)	atp[c] + h2o[c] + maltpt[p] --> adp[c] + h[c] + maltpt[c] + pi[c]	( b4034  and  b4033  and  b4032  and  b4035 )				
MALTptspp	maltose transport via PEP:Pyr PTS (periplasm)	malt[p] + pep[c] --> malt6p[c] + pyr[c]	( b2417  and  b1621  and  b2415  and  b2416 )				
MALTPTtexi	maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	maltpt[e] --> maltpt[p]	b4036				
MALTTRabcpp	Maltotriose transport via ABC system (periplasm)	atp[c] + h2o[c] + malttr[p] --> adp[c] + h[c] + malttr[c] + pi[c]	( b4034  and  b4033  and  b4032  and  b4035 )				
MALTTTRabcpp	maltotetraose transport via ABC system (periplasm)	atp[c] + h2o[c] + maltttr[p] --> adp[c] + h[c] + maltttr[c] + pi[c]	( b4034  and  b4033  and  b4032  and  b4035 )				
MAN6Pt6_2pp	Mannose-6-phosphate transport via phosphate antiport (periplasm)	man6p[p] + (2) pi[c] --> man6p[c] + (2) pi[p]	b3666				
MDH2	Malate dehydrogenase (ubiquinone 8 as acceptor)	[c] : mal-L + q8 --> oaa + q8h2	b2210	1.1.99.16			
MECDPDH2	"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase"	[c] : 2mecdp + nadh --> h2mb4p + h2o + nad	b2515				
MELIBt3ipp	melibiose transport in via antiport (periplasm)	h[p] + melib[c] --> h[c] + melib[p]	b1528				
METOX1s	methionine oxidation (spontaneous)	[c] : h2o2 + met-L --> h2o + metsox-S-L	s0001				
METSOX1abcpp	L-methionine S-oxide transport via ABC system (periplasm)	atp[c] + h2o[c] + metsox-S-L[p] --> adp[c] + h[c] + metsox-S-L[c] + pi[c]					
MINOHPtexi	myo-inositol phosphate transport via diffusion (extracellular to periplasm)	minohp[e] --> minohp[p]					
MLTG3	Maltodextrin glucosidase (maltopentaose)	[c] : h2o + maltpt --> glc-D + maltttr	b0403				
MLTG4	Maltodextrin glucosidase (maltohexaose)	[c] : h2o + malthx --> glc-D + maltpt	b0403				
MLTG5	Maltodextrin glucosidase (maltoheptaose)	[c] : h2o + malthp --> glc-D + malthx	b0403				
MLTP1	Maltodextrin phosphorylase (maltopentaose)	[c] : maltpt + pi <==> g1p + maltttr	b3417				
MLTP2	Maltodextrin phosphorylase (maltohexaose)	[c] : malthx + pi <==> g1p + maltpt	b3417				
MLTP3	Maltodextrin phosphorylase (maltoheptaose)	[c] : malthp + pi <==> g1p + malthx	b3417				
MMETt2pp	S-methylmethionine permease (periplasm)	h[p] + mmet[p] --> h[c] + mmet[c]	b0260				
MN2t3pp	manganese (Mn+2) transport out via proton antiport (periplasm)	h[p] + mn2[c] --> h[c] + mn2[p]	( b3915  or  b0752 )				
MN2tpp	manganese transport in via permease (no H+)	mn2[p] --> mn2[c]	b3040				
MSO3abcpp	methanesulfonate transport via ABC system (periplasm)	atp[c] + h2o[c] + mso3[p] --> adp[c] + h[c] + mso3[c] + pi[c]	( b0936  and  b0933  and  b0934 )				
NACODA	N-acetylornithine deacetylase	[c] : acg5sa + h2o --> ac + glu5sa	b3957				
NACtpp	Nicotinic acid uptake (periplasm)	nac[p] --> nac[c]					
