abbreviation	officialName	equation	geneAssociation	proteinClass	ecocyc-rxn-ids	analysis	notes
LPLIPAL2ATG140	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)"	[c] : 2agpg140 + pg140 --> apg140 + g3pg	b3825			(:UNMAPPED-CPDS)	
LPLIPAL2ATG141	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)"	[c] : 2agpg141 + pg141 --> apg141 + g3pg	b3825			(:UNMAPPED-CPDS)	
LPLIPAL2ATG180	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)"	[c] : 2agpg180 + pg180 --> apg180 + g3pg	b3825			(:UNMAPPED-CPDS)	
LPLIPAL2ATG181	"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)"	[c] : 2agpg181 + pg181 --> apg181 + g3pg	b3825			(:UNMAPPED-CPDS)	
LPLIPAL2E141	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)"	[c] : 2agpe141 + h2o --> g3pe + h + ttdcea	b3825	3.1.1.5		(:UNMAPPED-CPDS)	
LPLIPAL2G120	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)"	[c] : 2agpg120 + h2o --> ddca + g3pg + h	b3825	3.1.1.5		(:UNMAPPED-CPDS)	
LPLIPAL2G140	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)"	[c] : 2agpg140 + h2o --> g3pg + h + ttdca	b3825	3.1.1.5		(:UNMAPPED-CPDS)	
LPLIPAL2G141	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)"	[c] : 2agpg141 + h2o --> g3pg + h + ttdcea	b3825	3.1.1.5		(:UNMAPPED-CPDS)	
LPLIPAL2G180	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)"	[c] : 2agpg180 + h2o --> g3pg + h + ocdca	b3825	3.1.1.5		(:UNMAPPED-CPDS)	
LPLIPAL2G181	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)"	[c] : 2agpg181 + h2o --> g3pg + h + ocdcea	b3825	3.1.1.5		(:UNMAPPED-CPDS)	
MANGLYCptspp	2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)	manglyc[p] + pep[c] --> man6pglyc[c] + pyr[c]	( b0731  and  b2415  and  b2416 )			(:UNMAPPED-CPDS)	
MANPGH	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	[c] : h2o + man6pglyc --> glyc-R + man6p	b0732			(:UNMAPPED-CPDS)	
MCTP1App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	[p] : murein5p5p --> ala-D + murein5px4p	( b0084  or  b0635  or  b0149  or  b3396 )			(:UNMAPPED-CPDS)	
MCTP1Bpp	murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	[p] : murein5p5p --> alaala + murein5px3p	( b0149  or  b3396 )			(:UNMAPPED-CPDS)	
MCTP2App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	[p] : murein5p5p5p --> (2) ala-D + murein5px4px4p	( b0084  or  b0635  or  b3396  or  b0149 )			(:UNMAPPED-CPDS)	
MDDCP1pp	"murein D,D-carboxypeptidase (murein5px4p) (periplasm)"	[p] : h2o + murein5px4p --> ala-D + murein4px4p	( b0632  or  b3182  or  b0839  or  b2010 )	3.4.16.4		(:UNMAPPED-CPDS)	
MDDCP2pp	"murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)"	[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p	( b0632  or  b3182  or  b0839  or  b2010 )	3.4.16.4		(:UNMAPPED-CPDS)	
MDDCP3pp	"murein D,D-carboxypeptidase (murein5p5p) (periplasm)"	[p] : h2o + murein5p5p --> ala-D + murein5p4p	( b0632  or  b3182  or  b0839  or  b2010 )	3.4.16.4		(:UNMAPPED-CPDS)	
MDDCP4pp	"murein D,D-carboxypeptidase (murein5p4p) (periplasm)"	[p] : h2o + murein5p4p --> ala-D + murein4p4p	( b0632  or  b3182  or  b0839  or  b2010 )	3.4.16.4		(:UNMAPPED-CPDS)	
MDDCP5pp	"murein D,D-carboxypeptidase (murein5p3p) (periplasm)"	[p] : h2o + murein5p3p --> ala-D + murein4p3p	( b0632  or  b3182  or  b0839  or  b2010 )	3.4.16.4		(:UNMAPPED-CPDS)	
MDDEP1pp	"murein D,D-endopeptidase (murein4px4p) (periplasm)"	[p] : h2o + murein4px4p --> murein4p4p	( b3182  or  b2328  or  b2134 )			(:UNMAPPED-CPDS)	
MDDEP2pp	"murein D,D-endopeptidase (murein3px4p) (periplasm)"	[p] : h2o + murein3px4p --> murein4p3p	( b3182  or  b2328  or  b2134 )			(:UNMAPPED-CPDS)	
MDDEP3pp	"murein D,D-endopeptidase (murein5px4p) (periplasm)"	[p] : h2o + murein5px4p --> murein5p4p	( b3182  or  b2328  or  b2134 )			(:UNMAPPED-CPDS)	
MDDEP4pp	"murein D,D-endopeptidase (murein4px4px4p) (periplasm)"	[p] : h2o + murein4px4px4p --> murein4px4p4p	( b3182  or  b2328  or  b2134 )			(:UNMAPPED-CPDS)	
METOX2s	methionine oxidation 2 (spontaneous)	[c] : h2o2 + met-L --> h2o + metsox-R-L	s0001			(:UNMAPPED-CPDS)	
METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)	atp[c] + h2o[c] + metsox-R-L[p] --> adp[c] + h[c] + metsox-R-L[c] + pi[c]				(:UNMAPPED-CPDS)	
METSOX2tex	L-methionine R-oxide diffusion (extracellular)	metsox-R-L[e] <==> metsox-R-L[p]	( b0241  or  b0929  or  b1377  or  b2215 )			(:UNMAPPED-CPDS)	
METSOXR2	L-methionine-R-sulfoxide reductase	[c] : metsox-R-L + trdrd --> h2o + met-L + trdox	( ( b1778  and  b2582 )  or  ( b1778  and  b3781 ) )			(:UNMAPPED-CPDS)	
MLDCP1App	"murein L,D-carboxypeptidase (murein5px4p) (periplasm)"	[p] : h2o + murein5px4p --> alaala + murein3px4p		3.4.17.13		(:UNMAPPED-CPDS)	
MLDCP1Bpp	"murein L,D-carboxypeptidase (murein4p4p) (periplasm)"	[p] : h2o + murein4p4p --> ala-D + murein4p3p		3.4.17.13		(:UNMAPPED-CPDS)	
MLDCP2App	"murein L,D-carboxypeptidase (murein5p5p) (periplasm)"	[p] : h2o + murein5p5p --> alaala + murein5p3p		3.4.17.13		(:UNMAPPED-CPDS)	
MLDCP2Bpp	"murein L,D-carboxypeptidase (murein4p3p) (periplasm)"	[p] : h2o + murein4p3p --> ala-D + murein3p3p		3.4.17.13		(:UNMAPPED-CPDS)	
MLDCP3App	"murein L,D-carboxypeptidase (murein5px3p) (periplasm)"	[p] : h2o + murein5px3p --> alaala + murein3px3p		3.4.17.13		(:UNMAPPED-CPDS)	
MLDEP1pp	"murein L,D-endopeptidase (murein3px3p) (periplasm)"	[p] : h2o + murein3px3p --> murein3p3p				(:UNMAPPED-CPDS)	
MLDEP2pp	"murein L,D-endopeptidase (murein5px3p) (periplasm)"	[p] : h2o + murein5px3p --> murein5p3p				(:UNMAPPED-CPDS)	
MLTGY1pp	murein lytic transglycosylase (murein4p4p) (periplasm)	[p] : murein4p4p --> (2) anhgm4p	( b4392  or  b2813  or  b2701  or  b1193  or  b2963 )			(:UNMAPPED-CPDS)	
MLTGY2pp	murein lytic transglycosylase (murein4p3p) (periplasm)	[p] : murein4p3p --> anhgm3p + anhgm4p	( b4392  or  b2813  or  b2701  or  b1193  or  b2963 )			(:UNMAPPED-CPDS)	
MLTGY3pp	murein lytic transglycosylase (murein3p3p) (periplasm)	[p] : murein3p3p --> (2) anhgm3p	( b4392  or  b2813  or  b2701  or  b1193  or  b2963 )			(:UNMAPPED-CPDS)	
MLTGY4pp	murein lytic transglycosylase (murein4px4p4p) (periplasm)	[p] : murein4px4p4p --> anhgm4p + murein4px4p	( b4392  or  b2813  or  b2701  or  b1193  or  b2963 )			(:UNMAPPED-CPDS)	
MOAT3C	3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)	[c] : ckdo + phphhlipa --> cmp + h + kphphhlipa	b3624			(:UNMAPPED-CPDS)	
MPTG	murein polymerizing transglycosylase	(2) uaagmda[c] --> (2) h[c] + murein5p5p[p] + (2) udcpdp[c]	( b2519  or  b0149  or  b3396 )			(:UNMAPPED-CPDS)	
MPTG2	murein polymerizing transglycosylase 2 (three linked units)	murein5p5p[p] + uaagmda[c] --> h[c] + murein5p5p5p[p] + udcpdp[c]	( b0149  or  b2519  or  b3396 )			(:UNMAPPED-CPDS)	
O16A4COLIPAtex	O16 antigen (x4) core oligosaccharide lipid A transport (periplasm to extracellular)	o16a4colipa[p] --> o16a4colipa[e]				(:UNMAPPED-CPDS)	
O16A4Lpp	O16 anitgen (x4) ligase (periplasm)	[p] : colipa + o16a4und --> h + o16a4colipa + udcpdp	b3622			(:UNMAPPED-CPDS)	
O16AP1pp	O16 antigen polymerase (periplasm)	[p] : (2) o16aund --> h + o16a2und + udcpdp	( b2035  and  b2027 )			(:UNMAPPED-CPDS)	
O16AP2pp	O16 antigen polymerase (periplasm)	[p] : o16a2und + o16aund --> h + o16a3und + udcpdp	( b2035  and  b2027 )			(:UNMAPPED-CPDS)	
O16AP3pp	O16 antigen polymerase (periplasm)	[p] : o16a3und + o16aund --> h + o16a4und + udcpdp	( b2035  and  b2027 )			(:UNMAPPED-CPDS)	
O16AT	rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis)	[c] : accoa + ragund --> aragund + coa	b2033			(:UNMAPPED-CPDS)	
O16AUNDtpp	"O16 antigen (flippase, cytoplasm to periplasm)"	o16aund[c] --> o16aund[p]	b2037			(:UNMAPPED-CPDS)	
O16GALFT	galactofuranosyltransferase (LPS O16 antigen biosynthesis)	[c] : garagund + udpgalfur --> gfgaragund + h + udp	b2034			(:UNMAPPED-CPDS)	
O16GLCT1	glucosyltransferase I (LPS O16 antigen biosynthesis)	[c] : aragund + udpg --> garagund + h + udp	b2032			(:UNMAPPED-CPDS)	
O16GLCT2	glucosyltransferase II (LPS O16 antigen biosynthesis)	[c] : gfgaragund + udpg --> h + o16aund + udp				(:UNMAPPED-CPDS)	
PLIPA1A120pp	"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)"	[p] : h2o + pa120 --> 2ddecg3p + ddca	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1A140pp	"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)"	[p] : h2o + pa140 --> 2tdecg3p + ttdca	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1A141pp	"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)"	[p] : h2o + pa141 --> 2tdec7eg3p + ttdcea	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1A160pp	"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)"	[p] : h2o + pa160 --> 2hdecg3p + hdca	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1A161pp	"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)"	[p] : h2o + pa161 --> 2hdec9eg3p + hdcea	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1A180pp	"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)"	[p] : h2o + pa180 --> 2odecg3p + ocdca	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1A181pp	"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)"	[p] : h2o + pa181 --> 2odec11eg3p + ocdcea	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1E141pp	"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)"	[p] : h2o + pe141 --> 2agpe141 + h + ttdcea	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1G120pp	"Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)"	[p] : h2o + pg120 --> 2agpg120 + ddca + h	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1G140pp	"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)"	[p] : h2o + pg140 --> 2agpg140 + h + ttdca	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1G141pp	"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)"	[p] : h2o + pg141 --> 2agpg141 + h + ttdcea	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1G180pp	"Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)"	[p] : h2o + pg180 --> 2agpg180 + h + ocdca	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA1G181pp	"Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)"	[p] : h2o + pg181 --> 2agpg181 + h + ocdcea	b3821	3.1.1.32		(:UNMAPPED-CPDS)	
PLIPA2A141pp	"Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)"	[p] : h2o + pa141 --> 1tdec7eg3p + h + ttdcea	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2E120pp	"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)"	[p] : h2o + pe120 --> 1agpe120 + ddca + h	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2E140pp	"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)"	[p] : h2o + pe140 --> 1agpe140 + h + ttdca	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2E141pp	"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)"	[p] : h2o + pe141 --> 1agpe141 + h + ttdcea	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2E180pp	"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)"	[p] : h2o + pe180 --> 1agpe180 + h + ocdca	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2G120pp	"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)"	[p] : h2o + pg120 --> 1agpg120 + ddca + h	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2G140pp	"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)"	[p] : h2o + pg140 --> 1agpg140 + h + ttdca	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2G141pp	"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)"	[p] : h2o + pg141 --> 1agpg141 + h + ttdcea	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2G160pp	"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)"	[p] : h2o + pg160 --> 1agpg160 + h + hdca	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2G161pp	"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)"	[p] : h2o + pg161 --> 1agpg161 + h + hdcea	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PLIPA2G180pp	"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)"	[p] : h2o + pg180 --> 1agpg180 + h + ocdca	b3821	3.1.1.4		(:UNMAPPED-CPDS)	
PROGLYabcpp	L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)	atp[c] + h2o[c] + progly[p] --> adp[c] + h[c] + pi[c] + progly[c]	( b3544  and  b3543  and  b3542  and  b3541  and  b3540 )			(:UNMAPPED-CPDS)	
PROGLYtex	L-Prolinylglycine transport via diffusion (extracellular to periplasm)	progly[e] <==> progly[p]	( b0241  or  b0929  or  b1377  or  b2215 )			(:UNMAPPED-CPDS)	
RHAT1	rhamnosyltransferase I (LPS core biosynthesis)	[c] : dtdprmn + kphphhlipa --> dtdp + h + icolipa	b3629			(:UNMAPPED-CPDS)	
TDSR1	thiol:disulfide reductase (DsbC)	dsbcox[p] + dsbdrd[c] --> dsbcrd[p] + dsbdox[c]	( b2893  and  b4136 )			(:UNMAPPED-CPDS)	
TDSR2	thiol:disulfide reductase (DsbG)	dsbdrd[c] + dsbgox[p] --> dsbdox[c] + dsbgrd[p]	( b4136  and  b0604 )			(:UNMAPPED-CPDS)	
TTDCEAtexi	Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	ttdcea[e] --> ttdcea[p]	b2344			(:UNMAPPED-CPDS)	
ULA4Ntppi	transport (cytoplasm to periplasm)	uLa4n[c] --> uLa4n[p]				(:UNMAPPED-CPDS)	
UM4PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase	[c] : LalaDgluMdapDala + atp + uamr --> adp + h + pi + um4p	b4233			(:UNMAPPED-CPDS)	
UPLA4FNF	undecaprenyl phosphate-L-Ara4FN formylase	[c] : h2o + uLa4fn --> for + uLa4n				(:UNMAPPED-CPDS)	
